individual	additiveSNPeff	recessiveSNPeff	domSNPeff	mutationType
Pa65	7	3	4	start_lost
Ma83	5	1	4	start_lost
Ma8	5	2	3	start_lost
Ma78	4	2	2	start_lost
Am02	20	5	15	start_lost
Ga91	8	3	5	start_lost
St02	18	2	16	start_lost
St05	14	2	12	start_lost
Pi43	8	2	6	start_lost
St16	15	2	13	start_lost
Po15	15	3	12	start_lost
Am04	18	3	15	start_lost
Am07	14	2	12	start_lost
Am09	12	2	10	start_lost
Pa2	12	4	8	start_lost
Es49	7	2	5	start_lost
Am10	19	2	17	start_lost
Es23	4	1	3	start_lost
Am12	9	1	8	start_lost
Am13	9	2	7	start_lost
Pa20	8	1	7	start_lost
Am16	14	1	13	start_lost
Br12	21	9	12	start_lost
Ga14	9	3	6	start_lost
Ga12	11	3	8	start_lost
Br14	23	10	13	start_lost
Ma23	5	2	3	start_lost
Cc08	18	7	11	start_lost
Am03	11	2	9	start_lost
Br15	26	12	14	start_lost
La11	13	5	8	start_lost
Cc11	15	6	9	start_lost
Pi13	7	3	4	start_lost
Br20	22	10	12	start_lost
Ma77	6	1	5	start_lost
Br23	22	9	13	start_lost
Es53	8	1	7	start_lost
Mv14	18	2	16	start_lost
Ca02	15	5	10	start_lost
Ca16	14	2	12	start_lost
Es43	6	2	4	start_lost
Cc02	21	8	13	start_lost
VI08	25	6	19	start_lost
Cc09	11	4	7	start_lost
Ca03	20	4	16	start_lost
Cc10	13	5	8	start_lost
Am14	13	2	11	start_lost
Cc12	17	7	10	start_lost
Cc17	11	4	7	start_lost
St12	0	0	0	start_lost&splice_region_variant
St09	0	0	0	start_lost&splice_region_variant
St07	0	0	0	start_lost&splice_region_variant
St04	0	0	0	start_lost&splice_region_variant
St01	0	0	0	start_lost&splice_region_variant
Se23	0	0	0	start_lost&splice_region_variant
Se18	0	0	0	start_lost&splice_region_variant
Se16	0	0	0	start_lost&splice_region_variant
Se13	0	0	0	start_lost&splice_region_variant
Se08	0	0	0	start_lost&splice_region_variant
Se07	0	0	0	start_lost&splice_region_variant
Se06	0	0	0	start_lost&splice_region_variant
Se02	0	0	0	start_lost&splice_region_variant
Se01	0	0	0	start_lost&splice_region_variant
Po18	0	0	0	start_lost&splice_region_variant
Po16	0	0	0	start_lost&splice_region_variant
Po13	0	0	0	start_lost&splice_region_variant
Po10	0	0	0	start_lost&splice_region_variant
Po08	0	0	0	start_lost&splice_region_variant
Po05	0	0	0	start_lost&splice_region_variant
Po03	0	0	0	start_lost&splice_region_variant
Po01	0	0	0	start_lost&splice_region_variant
Mv24	0	0	0	start_lost&splice_region_variant
Mv19	0	0	0	start_lost&splice_region_variant
Mv16	0	0	0	start_lost&splice_region_variant
Mv12	0	0	0	start_lost&splice_region_variant
Mv11	0	0	0	start_lost&splice_region_variant
Mv08	0	0	0	start_lost&splice_region_variant
Mv07	0	0	0	start_lost&splice_region_variant
Mv06	0	0	0	start_lost&splice_region_variant
Se20	0	0	0	start_lost&splice_region_variant
Mv04	0	0	0	start_lost&splice_region_variant
Mv03	0	0	0	start_lost&splice_region_variant
La17	0	0	0	start_lost&splice_region_variant
La16	0	0	0	start_lost&splice_region_variant
La15	0	0	0	start_lost&splice_region_variant
La14	0	0	0	start_lost&splice_region_variant
La10	0	0	0	start_lost&splice_region_variant
La07	0	0	0	start_lost&splice_region_variant
La06	0	0	0	start_lost&splice_region_variant
Po02	0	0	0	start_lost&splice_region_variant
La04	0	0	0	start_lost&splice_region_variant
La02	0	0	0	start_lost&splice_region_variant
Gz31	0	0	0	start_lost&splice_region_variant
Gz24	0	0	0	start_lost&splice_region_variant
Gz17	0	0	0	start_lost&splice_region_variant
Gz14	0	0	0	start_lost&splice_region_variant
Gz12	0	0	0	start_lost&splice_region_variant
Gz03	0	0	0	start_lost&splice_region_variant
St08	0	0	0	start_lost&splice_region_variant
Gs25	0	0	0	start_lost&splice_region_variant
Gs24	0	0	0	start_lost&splice_region_variant
Gs21	0	0	0	start_lost&splice_region_variant
Gs12	0	0	0	start_lost&splice_region_variant
Gs11	0	0	0	start_lost&splice_region_variant
Gs06	0	0	0	start_lost&splice_region_variant
Gs05	0	0	0	start_lost&splice_region_variant
Se22	0	0	0	start_lost&splice_region_variant
Po07	0	0	0	start_lost&splice_region_variant
Gs04	0	0	0	start_lost&splice_region_variant
Gs02	0	0	0	start_lost&splice_region_variant
Gf21	0	0	0	start_lost&splice_region_variant
Gf15	0	0	0	start_lost&splice_region_variant
Gf06	0	0	0	start_lost&splice_region_variant
Ga15	0	0	0	start_lost&splice_region_variant
Ga11	0	0	0	start_lost&splice_region_variant
Mv13	0	0	0	start_lost&splice_region_variant
Ga10	0	0	0	start_lost&splice_region_variant
Ga09	0	0	0	start_lost&splice_region_variant
Ga08	0	0	0	start_lost&splice_region_variant
Ga06	0	0	0	start_lost&splice_region_variant
Ga05	0	0	0	start_lost&splice_region_variant
Ga04	0	0	0	start_lost&splice_region_variant
Ga03	0	0	0	start_lost&splice_region_variant
Ga02	0	0	0	start_lost&splice_region_variant
Gs22	0	0	0	start_lost&splice_region_variant
Ga01	0	0	0	start_lost&splice_region_variant
Cc22	0	0	0	start_lost&splice_region_variant
Cc20	0	0	0	start_lost&splice_region_variant
Pi67	0	0	0	start_lost&splice_region_variant
Ma59	0	0	0	start_lost&splice_region_variant
Ma96	0	0	0	start_lost&splice_region_variant
Pa69	0	0	0	start_lost&splice_region_variant
La18	0	0	0	start_lost&splice_region_variant
Pa66	0	0	0	start_lost&splice_region_variant
Gz04	0	0	0	start_lost&splice_region_variant
Ma42	0	0	0	start_lost&splice_region_variant
Pi88	0	0	0	start_lost&splice_region_variant
Pa11	0	0	0	start_lost&splice_region_variant
Pa58	0	0	0	start_lost&splice_region_variant
Pa91	0	0	0	start_lost&splice_region_variant
Pa76	0	0	0	start_lost&splice_region_variant
GR03	0	0	0	start_lost&splice_region_variant
Ma30	0	0	0	start_lost&splice_region_variant
Pi44	0	0	0	start_lost&splice_region_variant
Ma71	0	0	0	start_lost&splice_region_variant
Es72	0	0	0	start_lost&splice_region_variant
Am06	0	0	0	start_lost&splice_region_variant
Br13	0	0	0	start_lost&splice_region_variant
Ma95	0	0	0	start_lost&splice_region_variant
Ga07	0	0	0	start_lost&splice_region_variant
Ma100	0	0	0	start_lost&splice_region_variant
Gs15	0	0	0	start_lost&splice_region_variant
Es73	0	0	0	start_lost&splice_region_variant
Mv23	0	0	0	start_lost&splice_region_variant
Ma76	0	0	0	start_lost&splice_region_variant
Gz26	0	0	0	start_lost&splice_region_variant
Pi78	0	0	0	start_lost&splice_region_variant
Es9	0	0	0	start_lost&splice_region_variant
Ma94	0	0	0	start_lost&splice_region_variant
Pa49	0	0	0	start_lost&splice_region_variant
GB04	0	0	0	start_lost&splice_region_variant
Pa43	0	0	0	start_lost&splice_region_variant
Pa46	0	0	0	start_lost&splice_region_variant
Ca06	0	0	0	start_lost&splice_region_variant
Pi52	0	0	0	start_lost&splice_region_variant
Se12	0	0	0	start_lost&splice_region_variant
Es65-1	0	0	0	start_lost&splice_region_variant
Ma74	0	0	0	start_lost&splice_region_variant
Gf10	0	0	0	start_lost&splice_region_variant
Gf02	0	0	0	start_lost&splice_region_variant
Ma46	0	0	0	start_lost&splice_region_variant
Ma90	0	0	0	start_lost&splice_region_variant
Pi76	0	0	0	start_lost&splice_region_variant
Gz21	0	0	0	start_lost&splice_region_variant
Gs17	0	0	0	start_lost&splice_region_variant
Am08	0	0	0	start_lost&splice_region_variant
Pi73	0	0	0	start_lost&splice_region_variant
Es25	0	0	0	start_lost&splice_region_variant
Pa84	0	0	0	start_lost&splice_region_variant
Es83	0	0	0	start_lost&splice_region_variant
Pa85	0	0	0	start_lost&splice_region_variant
Pi65	0	0	0	start_lost&splice_region_variant
Ma67	0	0	0	start_lost&splice_region_variant
Pa55	0	0	0	start_lost&splice_region_variant
Pa51	0	0	0	start_lost&splice_region_variant
Ma68	0	0	0	start_lost&splice_region_variant
Ma44	0	0	0	start_lost&splice_region_variant
Ma66	0	0	0	start_lost&splice_region_variant
Es81	0	0	0	start_lost&splice_region_variant
Es82	0	0	0	start_lost&splice_region_variant
La08	0	0	0	start_lost&splice_region_variant
GR02	0	0	0	start_lost&splice_region_variant
Es84	0	0	0	start_lost&splice_region_variant
Es66	0	0	0	start_lost&splice_region_variant
Se24	0	0	0	start_lost&splice_region_variant
Es86	0	0	0	start_lost&splice_region_variant
Cc01	0	0	0	start_lost&splice_region_variant
Am17	0	0	0	start_lost&splice_region_variant
Ma39	0	0	0	start_lost&splice_region_variant
Pi89	0	0	0	start_lost&splice_region_variant
NU02	0	0	0	start_lost&splice_region_variant
Po06	0	0	0	start_lost&splice_region_variant
Es38	0	0	0	start_lost&splice_region_variant
Ma84	0	0	0	start_lost&splice_region_variant
Pi90	0	0	0	start_lost&splice_region_variant
Pa64	0	0	0	start_lost&splice_region_variant
Ma24	0	0	0	start_lost&splice_region_variant
Pa35	0	0	0	start_lost&splice_region_variant
Pa5	0	0	0	start_lost&splice_region_variant
Ma62	0	0	0	start_lost&splice_region_variant
Se04	0	0	0	start_lost&splice_region_variant
Pi83	0	0	0	start_lost&splice_region_variant
Pa52	0	0	0	start_lost&splice_region_variant
AA02	0	0	0	start_lost&splice_region_variant
Pa12	0	0	0	start_lost&splice_region_variant
Pa3	0	0	0	start_lost&splice_region_variant
Es93	0	0	0	start_lost&splice_region_variant
Gz30	0	0	0	start_lost&splice_region_variant
Pi98	0	0	0	start_lost&splice_region_variant
Es77	0	0	0	start_lost&splice_region_variant
Ma61	0	0	0	start_lost&splice_region_variant
Pi87	0	0	0	start_lost&splice_region_variant
Ma17	0	0	0	start_lost&splice_region_variant
VI06	0	0	0	start_lost&splice_region_variant
Pi42	0	0	0	start_lost&splice_region_variant
Ma81	0	0	0	start_lost&splice_region_variant
Pi84	0	0	0	start_lost&splice_region_variant
Gz13	0	0	0	start_lost&splice_region_variant
Es40	0	0	0	start_lost&splice_region_variant
Gs09	0	0	0	start_lost&splice_region_variant
Es39	0	0	0	start_lost&splice_region_variant
Ma15	0	0	0	start_lost&splice_region_variant
Pi77	0	0	0	start_lost&splice_region_variant
Pa33	0	0	0	start_lost&splice_region_variant
Ma47	0	0	0	start_lost&splice_region_variant
Es48	0	0	0	start_lost&splice_region_variant
Pa98	0	0	0	start_lost&splice_region_variant
Gf03	0	0	0	start_lost&splice_region_variant
VI01	0	0	0	start_lost&splice_region_variant
Ma40	0	0	0	start_lost&splice_region_variant
Es79	0	0	0	start_lost&splice_region_variant
Pi80	0	0	0	start_lost&splice_region_variant
GG01	0	0	0	start_lost&splice_region_variant
Pa1	0	0	0	start_lost&splice_region_variant
Es75	0	0	0	start_lost&splice_region_variant
Pi93	0	0	0	start_lost&splice_region_variant
Ma72	0	0	0	start_lost&splice_region_variant
Gf24	0	0	0	start_lost&splice_region_variant
Ma52	0	0	0	start_lost&splice_region_variant
AA03	0	0	0	start_lost&splice_region_variant
Gz28	0	0	0	start_lost&splice_region_variant
Pi97	1	0	1	start_lost&splice_region_variant
Es19	0	0	0	start_lost&splice_region_variant
Cc21	0	0	0	start_lost&splice_region_variant
TV02	0	0	0	start_lost&splice_region_variant
Pi55	0	0	0	start_lost&splice_region_variant
GR01	0	0	0	start_lost&splice_region_variant
Ma26	0	0	0	start_lost&splice_region_variant
Pi79	0	0	0	start_lost&splice_region_variant
Pa40	0	0	0	start_lost&splice_region_variant
Pi26	0	0	0	start_lost&splice_region_variant
Ma69	0	0	0	start_lost&splice_region_variant
Es99	0	0	0	start_lost&splice_region_variant
PB01	0	0	0	start_lost&splice_region_variant
Pa32	0	0	0	start_lost&splice_region_variant
Ma16	0	0	0	start_lost&splice_region_variant
Ma19	0	0	0	start_lost&splice_region_variant
Am05	0	0	0	start_lost&splice_region_variant
Es6	0	0	0	start_lost&splice_region_variant
AA01	0	0	0	start_lost&splice_region_variant
SV01	0	0	0	start_lost&splice_region_variant
Es85	0	0	0	start_lost&splice_region_variant
Pi62	0	0	0	start_lost&splice_region_variant
Es7	0	0	0	start_lost&splice_region_variant
Pa30	0	0	0	start_lost&splice_region_variant
Pa37	0	0	0	start_lost&splice_region_variant
Es68	0	0	0	start_lost&splice_region_variant
Pa94	0	0	0	start_lost&splice_region_variant
Mv21	0	0	0	start_lost&splice_region_variant
Pa57	0	0	0	start_lost&splice_region_variant
Ma87	0	0	0	start_lost&splice_region_variant
Se25	0	0	0	start_lost&splice_region_variant
GB03	0	0	0	start_lost&splice_region_variant
LC01	0	0	0	start_lost&splice_region_variant
